TIME,SMALLPARTICLES,LARGEPARTICLES,station_idx,STATION,LINE,ROUTE,TERMINUS,load
2019-10-27 22:32:00,3607,128,35,Copley,Green,B/C/D/E,N,baseline
2019-11-24 22:33:00,1566,124,35,Copley,Green,B/C/D/E,N,baseline
2019-11-24 22:33:00,1566,124,35,Copley,Green,B/C/D/E,N,baseline
2019-11-24 23:18:00,3164,215,35,Copley,Green,B/C/D/E,N,baseline
2019-11-24 23:18:00,3164,215,35,Copley,Green,B/C/D/E,N,baseline
2019-11-25 07:32:00,6448,331,35,Copley,Green,B/C/D/E,N,rush_hour
2019-11-26 22:17:00,927,33,35,Copley,Green,B/C/D/E,N,baseline
2019-11-27 23:01:00,6066,287,35,Copley,Green,B/C/D/E,N,baseline
2019-11-27 23:01:00,6066,287,35,Copley,Green,B/C/D/E,N,baseline
2019-11-27 23:41:00,1295,52,35,Copley,Green,B/C/D/E,N,baseline
2019-11-27 23:41:00,1295,52,35,Copley,Green,B/C/D/E,N,baseline
2019-12-02 07:45:00,1268,47,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-02 07:45:00,1268,47,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-02 08:48:00,1560,45,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-02 08:49:00,1470,32,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-02 08:48:00,1560,45,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-02 08:49:00,1470,32,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-09 07:08:00,6662,520,35,Copley,Green,B/C/D/E,N,rush_hour
2019-12-09 07:08:00,6662,520,35,Copley,Green,B/C/D/E,N,rush_hour
2019-11-03 20:21:00,1126,26,78,Orient Heights,Blue,Blue,N,
2019-11-03 21:12:00,1174,17,78,Orient Heights,Blue,Blue,N,
2019-11-04 08:05:00,1289,21,78,Orient Heights,Blue,Blue,N,rush_hour
2019-11-04 08:23:00,475,19,78,Orient Heights,Blue,Blue,N,rush_hour
2019-11-05 23:28:00,410,7,78,Orient Heights,Blue,Blue,N,baseline
2019-11-06 22:17:00,1482,25,78,Orient Heights,Blue,Blue,N,baseline
2019-11-03 20:26:00,828,31,88,Revere Beach,Blue,Blue,N,
2019-11-03 21:17:00,523,15,88,Revere Beach,Blue,Blue,N,
2019-11-04 08:10:00,536,22,88,Revere Beach,Blue,Blue,N,rush_hour
2019-11-04 08:17:00,735,29,88,Revere Beach,Blue,Blue,N,rush_hour
2019-11-06 22:22:00,751,20,88,Revere Beach,Blue,Blue,N,baseline
2019-11-06 23:16:00,1125,43,88,Revere Beach,Blue,Blue,N,baseline
2019-11-03 20:50:00,7432,178,4,Aquarium,Blue,Blue,N,
2019-11-03 21:42:00,7674,198,4,Aquarium,Blue,Blue,N,
2019-11-04 07:44:00,5321,187,4,Aquarium,Blue,Blue,N,rush_hour
2019-11-04 08:35:00,11640,270,4,Aquarium,Blue,Blue,N,rush_hour
2019-11-05 22:05:00,3067,71,4,Aquarium,Blue,Blue,N,baseline
2019-11-05 22:56:00,2363,70,4,Aquarium,Blue,Blue,N,baseline
2019-11-06 22:08:00,4203,99,4,Aquarium,Blue,Blue,N,baseline
2019-11-06 22:46:00,5470,188,4,Aquarium,Blue,Blue,N,baseline
2019-11-03 20:53:00,3890,75,48,Government Center,Blue,Blue,N,
2019-11-03 21:45:00,4181,95,48,Government Center,Blue,Blue,N,
2019-11-04 07:38:00,268,16,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:39:00,375,25,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:40:00,482,33,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:41:00,604,47,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:42:00,1355,47,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:43:00,2985,72,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:44:00,5321,187,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:45:00,7154,149,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:46:00,9381,250,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:47:00,8743,218,48,Government Center,Blue,Blue,N,rush_hour
2019-11-04 07:53:00,4533,307,48,Government Center,Blue,Blue,N,rush_hour
2019-11-05 22:02:00,2012,109,48,Government Center,Blue,Blue,N,baseline
